feature,horizon,BTCUSDT,ETHUSDT,SOLUSDT,ic_avg,ic_min_abs,same_sign
vol_z_24h,fwd_24h,-0.03080756085732159,-0.03579725220756684,-0.011490609518025,-0.02603180752763781,0.011490609518025,True
vol_z_24h,fwd_3h,0.004581859666744261,0.008930306849983563,0.028571785950780602,0.014027984155836143,0.004581859666744261,True
vol_z_24h,fwd_48h,-0.03946898790783028,-0.024677826185703872,-0.033673452446729965,-0.03260675551342137,0.024677826185703872,True
vol_z_24h,fwd_6h,0.020509648704145855,0.023315275331850027,0.03201260272680105,0.025279175587598974,0.020509648704145855,True
vol_z_24h,fwd_72h,0.014415691082187971,0.002480059521327058,0.0014035638298290501,0.00609977147778136,0.0014035638298290501,True
zscore_168h,fwd_12h,0.04602488196667779,0.09817241539210358,0.05489065776961943,0.06636265170946694,0.04602488196667779,True
zscore_168h,fwd_168h,-0.06662390162166594,0.002079221939479256,-0.06466160175010292,-0.04306876047742988,0.002079221939479256,False
zscore_168h,fwd_1h,0.011651002109869742,0.031128409080158237,0.017758500759486283,0.020179303983171422,0.011651002109869742,True
zscore_168h,fwd_24h,0.08101294000423409,0.12819536950510463,0.056214967297865855,0.08847442560240153,0.056214967297865855,True
zscore_168h,fwd_3h,0.026161844805578243,0.05451557717450428,0.03417578169991336,0.03828440122666529,0.026161844805578243,True
zscore_168h,fwd_48h,0.08553330590228525,0.10142621522176835,0.03074836181438876,0.07256929431281413,0.03074836181438876,True
zscore_168h,fwd_6h,0.03560286592229444,0.06976752786940187,0.04674119167656479,0.050703861822753694,0.03560286592229444,True
zscore_168h,fwd_72h,0.09780796221970688,0.05725630456015132,0.0335589051349245,0.06287439063826089,0.0335589051349245,True
zscore_24h,fwd_12h,-0.006794598803629914,0.06461233791629578,0.04253841428757581,0.033452051133413895,0.006794598803629914,False
zscore_24h,fwd_168h,0.03466836588447014,0.02965434375992035,0.007693936351935319,0.024005548665441936,0.007693936351935319,True
zscore_24h,fwd_1h,0.014372293058471371,0.02690418387412504,0.014898394377150374,0.018724957103248927,0.014372293058471371,True
zscore_24h,fwd_24h,0.016673769450160112,0.07634735330309377,0.02858145796340749,0.040534193572220455,0.016673769450160112,True
zscore_24h,fwd_3h,0.013353110222722914,0.04047589026788569,0.0269609871540564,0.026929995881555004,0.013353110222722914,True
zscore_24h,fwd_48h,0.03582912536355641,0.05899974872553689,-0.018875954192744283,0.02531763996544967,0.018875954192744283,False
zscore_24h,fwd_6h,0.012636023994450196,0.05044898282301872,0.044594745676149995,0.03589325083120631,0.012636023994450196,True
zscore_24h,fwd_72h,0.04086679822555186,0.049837003464263924,-0.047039196552374665,0.01455486837914704,0.04086679822555186,False
zscore_48h,fwd_12h,0.015688390893776816,0.0815166754680977,0.035489458651264655,0.044231508337713055,0.015688390893776816,True
zscore_48h,fwd_168h,0.04822707541335657,0.05828325513543644,-0.0058448188093228924,0.03355517057982337,0.0058448188093228924,False
zscore_48h,fwd_1h,0.006722425697682982,0.025588101836623328,0.016573974163166923,0.016294833899157746,0.006722425697682982,True
zscore_48h,fwd_24h,0.03575539399764419,0.11542162794861796,0.017420327646351562,0.056199116530871236,0.017420327646351562,True
zscore_48h,fwd_3h,0.006330386307005547,0.04316147616896604,0.032586504881314315,0.02735945578576197,0.006330386307005547,True
zscore_48h,fwd_48h,0.0445832378786476,0.1165266378514046,-0.025835147419229775,0.04509157610360748,0.025835147419229775,False
zscore_48h,fwd_6h,0.010733220682947374,0.054660317707483225,0.04287232499987888,0.03608862113010316,0.010733220682947374,True
zscore_48h,fwd_72h,0.07338275315446936,0.10639561944260961,-0.026846993521261683,0.05097712635860576,0.026846993521261683,False
zscore_72h,fwd_12h,0.00781391435756161,0.10498295372436471,0.03737072687885464,0.05005586498692699,0.00781391435756161,True
zscore_72h,fwd_168h,0.037721000633921406,0.061813962741837196,-0.018729368415445598,0.026935198320104336,0.018729368415445598,False
zscore_72h,fwd_1h,0.0063059006662900706,0.0334903350309245,0.019126062672949796,0.019640766123388123,0.0063059006662900706,True
zscore_72h,fwd_24h,0.03338326576522913,0.13145000698285647,0.011374932443617028,0.05873606839723421,0.011374932443617028,True
zscore_72h,fwd_3h,0.011713619848042492,0.05930643908640325,0.03670442822868249,0.03590816238770941,0.011713619848042492,True
zscore_72h,fwd_48h,0.06697667889531925,0.15123137615419777,-0.023267015939503848,0.0649803463700044,0.023267015939503848,False
zscore_72h,fwd_6h,0.01413363631848047,0.0759905894040925,0.04500619634220906,0.04504347402159401,0.01413363631848047,True
zscore_72h,fwd_72h,0.09648294187205887,0.1302138037074583,-0.015433924760380352,0.07042094027304562,0.015433924760380352,False
